---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ArmourValue,ArmorType,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,SoundTransmitterType,KnockbackResponseWeapon,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,CoolDownTime,ReuseTime,SelectionWeight,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackOffenseBasicOnBlock,KnockbackOffenseSpecialOnBlock,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,RepairXP,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID,WarPaintID,StaminaCostMultiplier,StaminaClimbingCostMultiplier,LeavesGhostItem,DLCPackage,SpawnTemplateID
52420,"NSLOCTEXT("""", ""ItemTable_52420_Name"", ""Flawless Hyrkanian Raider Boots"")","NSLOCTEXT("""", ""ItemTable_52420_ShortDesc"", ""A pair of boots favored by Hyrkanian Raiders"")","NSLOCTEXT("""", ""ItemTable_52420_LongDesc"", ""Heavy armor is generally made of iron or steel and extremely heavy. The stables of the western kingdoms breed ever larger warhorses to compensate for the increasing load of the heavily armored knights.\n\nNot so the Hyrkanians, who rely on their sturdy steppe-bred mounts to remain swift and mobile at all times. This armor, made of overlapping sheets of leather, is designed to give the wearer as much protection as possible, while still not weighing down the rider and the mount.\n\nThese boots are designed to protect the feet from blows during combat from the back of a horse."")","/Game/UI/Textures/Icons/icon_hyrkanian_boots.icon_hyrkanian_boots","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","7","Armor","58.000000","1000","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","7.650000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","720.000000","0","0","0","11059","6","1","0","0","0","0","0","0","360.000000","NSLOCTEXT("""", ""ItemTable_52420_FirstModifier"", ""Mid Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_52420_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52420_ThirdModifier"", ""Heavy"")","NSLOCTEXT("""", ""ItemTable_52420_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.050000","0.200000","False","None","None"
52421,"NSLOCTEXT("""", ""ItemTable_52421_Name"", ""Stygian Raider Mask"")","NSLOCTEXT("""", ""ItemTable_52421_ShortDesc"", ""A mask worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52421_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nPerhaps this is why the raiders wear masks such as this. To keep their identity hidden."")","/Game/UI/Textures/Icons/icon_stygian_M_helmet.icon_stygian_M_helmet","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","3","Armor","40.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","11.030000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","430.000000","0","0","0","11062","4","1","0","0","0","0","0","0","128.000000","NSLOCTEXT("""", ""ItemTable_52421_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_52421_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52421_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52421_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.050000","0.200000","False","None","None"
52422,"NSLOCTEXT("""", ""ItemTable_52422_Name"", ""Stygian Raider Chestpiece"")","NSLOCTEXT("""", ""ItemTable_52422_ShortDesc"", ""A chestpiece worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52422_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThis chestpiece offers excellent protection for the neck, shoulders and belly, while still being open enough to keep the wearer cool in the hot deserts of Stygia."")","/Game/UI/Textures/Icons/icon_stygian_M_chest.icon_stygian_M_chest","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","4","Armor","71.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","19.290001","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","650.000000","0","0","0","11062","8","1","0","0","0","0","0","0","240.000000","NSLOCTEXT("""", ""ItemTable_52422_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_52422_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52422_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52422_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.087500","0.350000","False","None","None"
52423,"NSLOCTEXT("""", ""ItemTable_52423_Name"", ""Stygian Raider Bracers"")","NSLOCTEXT("""", ""ItemTable_52423_ShortDesc"", ""Bracers worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52423_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese bracers protect the forearm and can be used to deflect superficial blows, thus keeping the wearer swinging and fighting just a little longer."")","/Game/UI/Textures/Icons/icon_stygian_M_bracers.icon_stygian_M_bracers","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","5","Armor","20.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","5.510000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","430.000000","0","0","0","11062","4","1","0","0","0","0","0","0","136.000000","NSLOCTEXT("""", ""ItemTable_52423_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_52423_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52423_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52423_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.025000","0.100000","False","None","None"
52424,"NSLOCTEXT("""", ""ItemTable_52424_Name"", ""Stygian Raider Greaves"")","NSLOCTEXT("""", ""ItemTable_52424_ShortDesc"", ""Greaves worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52424_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese greaves protect the front of the legs from attack, while remaining open at the rear to keep the wearer cool in the scorching Stygian sun."")","/Game/UI/Textures/Icons/icon_stygian_M_bottom.icon_stygian_M_bottom","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","6","Armor","50.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","13.780000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","650.000000","0","0","0","11062","6","1","0","0","0","0","0","0","192.000000","NSLOCTEXT("""", ""ItemTable_52424_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_52424_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52424_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52424_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.062500","0.250000","False","None","None"
52425,"NSLOCTEXT("""", ""ItemTable_52425_Name"", ""Stygian Raider Sandals"")","NSLOCTEXT("""", ""ItemTable_52425_ShortDesc"", ""Sandals worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52425_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese sandals lace along the length of the calf, allowing the wearer freedom of movement while protecting the front of the leg."")","/Game/UI/Textures/Icons/icon_stygian_M_boots.icon_stygian_M_boots","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","7","Armor","20.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","5.510000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","430.000000","0","0","0","11062","4","1","0","0","0","0","0","0","136.000000","NSLOCTEXT("""", ""ItemTable_52425_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_52425_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52425_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52425_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.025000","0.100000","False","None","None"
52426,"NSLOCTEXT("""", ""ItemTable_52426_Name"", ""Exceptional Stygian Raider Mask"")","NSLOCTEXT("""", ""ItemTable_52426_ShortDesc"", ""A mask worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52426_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nPerhaps this is why the raiders wear masks such as this. To keep their identity hidden."")","/Game/UI/Textures/Icons/icon_stygian_M_helmet.icon_stygian_M_helmet","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","3","Armor","46.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","10.470000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","485.000000","0","0","0","11062","6","1","0","0","0","0","0","0","164.000000","NSLOCTEXT("""", ""ItemTable_52426_FirstModifier"", ""Mid Grade Exceptional"")","NSLOCTEXT("""", ""ItemTable_52426_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52426_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52426_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.050000","0.200000","False","None","None"
52427,"NSLOCTEXT("""", ""ItemTable_52427_Name"", ""Exceptional Stygian Raider Chestpiece"")","NSLOCTEXT("""", ""ItemTable_52427_ShortDesc"", ""A chestpiece worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52427_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThis chestpiece offers excellent protection for the neck, shoulders and belly, while still being open enough to keep the wearer cool in the hot deserts of Stygia."")","/Game/UI/Textures/Icons/icon_stygian_M_chest.icon_stygian_M_chest","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","4","Armor","81.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","18.330000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","730.000000","0","0","0","11062","9","1","0","0","0","0","0","0","264.000000","NSLOCTEXT("""", ""ItemTable_52427_FirstModifier"", ""Mid Grade Exceptional"")","NSLOCTEXT("""", ""ItemTable_52427_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52427_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52427_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.087500","0.350000","False","None","None"
52428,"NSLOCTEXT("""", ""ItemTable_52428_Name"", ""Exceptional Stygian Raider Bracers"")","NSLOCTEXT("""", ""ItemTable_52428_ShortDesc"", ""Bracers worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52428_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese bracers protect the forearm and can be used to deflect superficial blows, thus keeping the wearer swinging and fighting just a little longer."")","/Game/UI/Textures/Icons/icon_stygian_M_bracers.icon_stygian_M_bracers","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","5","Armor","23.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","5.240000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","485.000000","0","0","0","11062","6","1","0","0","0","0","0","0","172.000000","NSLOCTEXT("""", ""ItemTable_52428_FirstModifier"", ""Mid Grade Exceptional"")","NSLOCTEXT("""", ""ItemTable_52428_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52428_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52428_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.025000","0.100000","False","None","None"
52429,"NSLOCTEXT("""", ""ItemTable_52429_Name"", ""Exceptional Stygian Raider Greaves"")","NSLOCTEXT("""", ""ItemTable_52429_ShortDesc"", ""Greaves worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52429_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese greaves protect the front of the legs from attack, while remaining open at the rear to keep the wearer cool in the scorching Stygian sun."")","/Game/UI/Textures/Icons/icon_stygian_M_bottom.icon_stygian_M_bottom","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","6","Armor","58.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","13.090000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","730.000000","0","0","0","11062","9","1","0","0","0","0","0","0","252.000000","NSLOCTEXT("""", ""ItemTable_52429_FirstModifier"", ""Mid Grade Exceptional"")","NSLOCTEXT("""", ""ItemTable_52429_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52429_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52429_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.062500","0.250000","False","None","None"
52430,"NSLOCTEXT("""", ""ItemTable_52430_Name"", ""Exceptional Stygian Raider Sandals"")","NSLOCTEXT("""", ""ItemTable_52430_ShortDesc"", ""Sandals worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52430_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese sandals lace along the length of the calf, allowing the wearer freedom of movement while protecting the front of the leg."")","/Game/UI/Textures/Icons/icon_stygian_M_boots.icon_stygian_M_boots","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","7","Armor","23.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","5.240000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","485.000000","0","0","0","11062","6","1","0","0","0","0","0","0","172.000000","NSLOCTEXT("""", ""ItemTable_52430_FirstModifier"", ""Mid Grade Exceptional"")","NSLOCTEXT("""", ""ItemTable_52430_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52430_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52430_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.025000","0.100000","False","None","None"
52431,"NSLOCTEXT("""", ""ItemTable_52431_Name"", ""Flawless Stygian Raider Mask"")","NSLOCTEXT("""", ""ItemTable_52431_ShortDesc"", ""A mask worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52431_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nPerhaps this is why the raiders wear masks such as this. To keep their identity hidden."")","/Game/UI/Textures/Icons/icon_stygian_M_helmet.icon_stygian_M_helmet","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","3","Armor","53.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","9.920000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","540.000000","0","0","0","11062","6","1","0","0","0","0","0","0","176.000000","NSLOCTEXT("""", ""ItemTable_52431_FirstModifier"", ""Mid Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_52431_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52431_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52431_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.050000","0.200000","False","None","None"
52432,"NSLOCTEXT("""", ""ItemTable_52432_Name"", ""Flawless Stygian Raider Chestpiece"")","NSLOCTEXT("""", ""ItemTable_52432_ShortDesc"", ""A chestpiece worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52432_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThis chestpiece offers excellent protection for the neck, shoulders and belly, while still being open enough to keep the wearer cool in the hot deserts of Stygia."")","/Game/UI/Textures/Icons/icon_stygian_M_chest.icon_stygian_M_chest","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","4","Armor","92.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","17.360001","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","810.000000","0","0","0","11062","10","1","0","0","0","0","0","0","288.000000","NSLOCTEXT("""", ""ItemTable_52432_FirstModifier"", ""Mid Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_52432_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52432_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52432_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.087500","0.350000","False","None","None"
52433,"NSLOCTEXT("""", ""ItemTable_52433_Name"", ""Flawless Stygian Raider Bracers"")","NSLOCTEXT("""", ""ItemTable_52433_ShortDesc"", ""Bracers worn by Stygian soldiers on raids"")","NSLOCTEXT("""", ""ItemTable_52433_LongDesc"", ""Ware the dust is a common farewell among the farmers of the meadowlands of Shem. It\'s meaning is simple - if you see a cloud of dust from the south, then Stygian Raiders are on their way.\n\nThough the river Styx forms the natural border between Stygia and Shem, the Stygians delight in raiding their northern neighbor for slaves and riches.\n\nThough King Cstephon III of Stygia disavows the raiders each time, those who have observed the raids note that the raiders act with militant discipline and do not rape, and pillage as normal raiders are wont to do.\n\nThese bracers protect the forearm and can be used to deflect superficial blows, thus keeping the wearer swinging and fighting just a little longer."")","/Game/UI/Textures/Icons/icon_stygian_M_bracers.icon_stygian_M_bracers","/Game/Items/BPGameItemArmor.BPGameItemArmor_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","5","Armor","26.000000","75","37","None","None","","0","False","0","0","0","0","0.000000","0.000000","4.960000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","540.000000","0","0","0","11062","6","1","0","0","0","0","0","0","184.000000","NSLOCTEXT("""", ""ItemTable_52433_FirstModifier"", ""Mid Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_52433_SecondModifier"", ""Armor"")","NSLOCTEXT("""", ""ItemTable_52433_ThirdModifier"", ""Medium"")","NSLOCTEXT("""", ""ItemTable_52433_FourthModifier"", ""Bonus Accuracy"")","0","0","0.000000","65","0","None","-1","-1","0.025000","0.100000","False","None","None"
