---,RecipeName,ShortDesc,RecipeType,TimeToCraft,Tier,CraftXP,CraftingStations,RequiredFuel,Icon,BuildingModule,DestroyStationOnComplete,RecipeItemFlags,Ingredient1ID,Ingredient1Quantity,Ingredient2ID,Ingredient2Quantity,Ingredient3ID,Ingredient3Quantity,Ingredient4ID,Ingredient4Quantity,CatalystID,Result1ID,Result1Quantity,Result2ID,Result2Quantity,Result3ID,Result3Quantity,Result4ID,Result4Quantity,Result1Weight,Result2Weight,Result3Weight,Result4Weight,ThrallRecipeFeatRequirement,IsThrallMachineRecipe,IsRecipeEnabled,MapMarkerIcon,ExilesJourneyTrigger,DLCPackage
4155,"NSLOCTEXT("""", ""RecipesTable_4155_RecipeName"", ""Sign (Prison)"")","NSLOCTEXT("""", ""RecipesTable_4155_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_prison.icon_sign_prison","None","False","0","11108","10","14174","5","0","0","0","0","0","4155","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4156,"NSLOCTEXT("""", ""RecipesTable_4156_RecipeName"", ""Sign (Farm)"")","NSLOCTEXT("""", ""RecipesTable_4156_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_planter.icon_sign_planter","None","False","0","11108","10","14174","5","0","0","0","0","0","4156","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4157,"NSLOCTEXT("""", ""RecipesTable_4157_RecipeName"", ""Sign (Cook)"")","NSLOCTEXT("""", ""RecipesTable_4157_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_cooking.icon_sign_cooking","None","False","0","11108","10","14174","5","0","0","0","0","0","4157","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4158,"NSLOCTEXT("""", ""RecipesTable_4158_RecipeName"", ""Sign (Tavern)"")","NSLOCTEXT("""", ""RecipesTable_4158_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_tavern.icon_sign_tavern","None","False","0","11108","10","14174","5","0","0","0","0","0","4158","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4159,"NSLOCTEXT("""", ""RecipesTable_4159_RecipeName"", ""Standing Sign (Alchemist)"")","NSLOCTEXT("""", ""RecipesTable_4159_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_alchemy.icon_sign_standing_alchemy","None","False","0","11108","10","14174","5","0","0","0","0","0","4159","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4160,"NSLOCTEXT("""", ""RecipesTable_4160_RecipeName"", ""Standing Sign (Blacksmith)"")","NSLOCTEXT("""", ""RecipesTable_4160_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_blacksmith.icon_sign_standing_blacksmith","None","False","0","11108","10","14174","5","0","0","0","0","0","4160","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4161,"NSLOCTEXT("""", ""RecipesTable_4161_RecipeName"", ""Standing Sign (Armorsmith)"")","NSLOCTEXT("""", ""RecipesTable_4161_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_armorsmith.icon_sign_standing_armorsmith","None","False","0","11108","10","14174","5","0","0","0","0","0","4161","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4162,"NSLOCTEXT("""", ""RecipesTable_4162_RecipeName"", ""Standing Sign (Smeltery)"")","NSLOCTEXT("""", ""RecipesTable_4162_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_forge.icon_sign_standing_forge","None","False","0","11108","10","14174","5","0","0","0","0","0","4162","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4163,"NSLOCTEXT("""", ""RecipesTable_4163_RecipeName"", ""Standing Sign (Tannery)"")","NSLOCTEXT("""", ""RecipesTable_4163_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_tannery.icon_sign_standing_tannery","None","False","0","11108","10","14174","5","0","0","0","0","0","4163","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4164,"NSLOCTEXT("""", ""RecipesTable_4164_RecipeName"", ""Standing Sign (Prison)"")","NSLOCTEXT("""", ""RecipesTable_4164_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_prison.icon_sign_standing_prison","None","False","0","11108","10","14174","5","0","0","0","0","0","4164","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4165,"NSLOCTEXT("""", ""RecipesTable_4165_RecipeName"", ""Standing Sign (Farm)"")","NSLOCTEXT("""", ""RecipesTable_4165_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_planter.icon_sign_standing_planter","None","False","0","11108","10","14174","5","0","0","0","0","0","4165","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4166,"NSLOCTEXT("""", ""RecipesTable_4166_RecipeName"", ""Standing Sign (Cook)"")","NSLOCTEXT("""", ""RecipesTable_4166_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_cooking.icon_sign_standing_cooking","None","False","0","11108","10","14174","5","0","0","0","0","0","4166","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4167,"NSLOCTEXT("""", ""RecipesTable_4167_RecipeName"", ""Standing Sign (Tavern)"")","NSLOCTEXT("""", ""RecipesTable_4167_ShortDesc"", ""A sign made out of wood"")","Decoration","1.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_tavern.icon_sign_standing_tavern","None","False","0","11108","10","14174","5","0","0","0","0","0","4167","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4168,"NSLOCTEXT("""", ""RecipesTable_4168_RecipeName"", ""Standing Waymarker, Left"")","NSLOCTEXT("""", ""RecipesTable_4168_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_arrow_left.icon_sign_standing_arrow_left","None","False","0","11108","10","14174","5","0","0","0","0","0","4168","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4169,"NSLOCTEXT("""", ""RecipesTable_4169_RecipeName"", ""Standing Waymarker, Right"")","NSLOCTEXT("""", ""RecipesTable_4169_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_standing_arrow_right.icon_sign_standing_arrow_right","None","False","0","11108","10","14174","5","0","0","0","0","0","4169","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4176,"NSLOCTEXT("""", ""RecipesTable_4176_RecipeName"", ""Petrified Egg"")","NSLOCTEXT("""", ""RecipesTable_4176_ShortDesc"", ""A decorative egg"")","Decoration","10.000000","3","0","18512","0","/Game/UI/Textures/Icons/icon_SerpentEgg.icon_SerpentEgg","None","False","0","11103","1","11500","10","0","0","0","0","0","4176","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4177,"NSLOCTEXT("""", ""RecipesTable_4177_RecipeName"", ""Throne of Skelos"")","NSLOCTEXT("""", ""RecipesTable_4177_ShortDesc"", ""A throne made of corrupted stone"")","Decoration","30.000000","3","0","18512","0","/Game/UI/Textures/Icons/icon_Chair_Throne_Serpentmen.icon_Chair_Throne_Serpentmen","None","False","0","11103","1","11500","20","0","0","0","0","0","4177","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4180,"NSLOCTEXT("""", ""RecipesTable_4180_RecipeName"", ""Waymarker, Left"")","NSLOCTEXT("""", ""RecipesTable_4180_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_arrow_left.icon_sign_arrow_left","None","False","0","11108","10","14174","5","0","0","0","0","0","4180","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4181,"NSLOCTEXT("""", ""RecipesTable_4181_RecipeName"", ""Waymarker, Right"")","NSLOCTEXT("""", ""RecipesTable_4181_ShortDesc"", ""A sign made out of wood"")","Decoration","10.000000","3","50","18512","0","/Game/UI/Textures/Icons/icon_sign_arrow_right.icon_sign_arrow_right","None","False","0","11108","10","14174","5","0","0","0","0","0","4181","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4189,"NSLOCTEXT("""", ""RecipesTable_4189_RecipeName"", ""The Glasser"")","NSLOCTEXT("""", ""RecipesTable_4189_ShortDesc"", ""An improvised bar brawling weapon"")","Weapon","20.000000","4","0","89301","0","/Game/UI/Textures/Icons/icon_broken_wine_bottle.icon_broken_wine_bottle","None","False","0","11551","40","18061","20","11103","1","0","0","0","4189","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4190,"NSLOCTEXT("""", ""RecipesTable_4190_RecipeName"", ""Reinforced Stool"")","NSLOCTEXT("""", ""RecipesTable_4190_ShortDesc"", ""An improvised bar brawling weapon"")","Weapon","20.000000","4","0","89301","0","/Game/UI/Textures/Icons/icon_battle_stool.icon_battle_stool","None","False","0","11114","1","11108","0","11103","1","18061","20","0","4190","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4192,"NSLOCTEXT("""", ""RecipesTable_4192_RecipeName"", ""Battle Spatula"")","NSLOCTEXT("""", ""RecipesTable_4192_ShortDesc"", ""An improvised bar brawling weapon"")","Weapon","20.000000","4","0","89301","0","/Game/UI/Textures/Icons/icon_battle_spatula.icon_battle_spatula","None","False","0","11114","1","18061","20","11103","1","0","0","0","4192","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4193,"NSLOCTEXT("""", ""RecipesTable_4193_RecipeName"", ""Dead Leg"")","NSLOCTEXT("""", ""RecipesTable_4193_ShortDesc"", ""Rigor mortis has set in a long time ago"")","Weapon","20.000000","3","0","89301","0","/Game/UI/Textures/Icons/icon_severed_leg.icon_severed_leg","None","False","0","53713","1","15501","0","11103","1","0","0","0","4193","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4194,"NSLOCTEXT("""", ""RecipesTable_4194_RecipeName"", ""Table Leg"")","NSLOCTEXT("""", ""RecipesTable_4194_ShortDesc"", ""An improvised bar brawling weapon"")","Weapon","20.000000","4","0","89301","0","/Game/UI/Textures/Icons/icon_2h_table_leg_maul.icon_2h_table_leg_maul","None","False","0","11115","1","11108","0","11103","1","18061","20","0","4194","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4195,"NSLOCTEXT("""", ""RecipesTable_4195_RecipeName"", ""Practice Sword"")","NSLOCTEXT("""", ""RecipesTable_4195_ShortDesc"", ""A wooden practice sword"")","Weapon","5.000000","2","0","89301","0","/Game/UI/Textures/Icons/icon_wooden_sword.icon_wooden_sword","None","False","0","10011","5","11108","5","0","0","0","0","0","4195","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4196,"NSLOCTEXT("""", ""RecipesTable_4196_RecipeName"", ""Gravedigger"")","NSLOCTEXT("""", ""RecipesTable_4196_ShortDesc"", ""An improvised bar brawling weapon"")","Weapon","20.000000","4","0","89301","0","/Game/UI/Textures/Icons/icon_2h_shovel.icon_2h_shovel","None","False","0","11115","1","18061","20","11103","1","0","0","0","4196","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4197,"NSLOCTEXT("""", ""RecipesTable_4197_RecipeName"", ""Practice Great Sword"")","NSLOCTEXT("""", ""RecipesTable_4197_ShortDesc"", ""A wooden practice sword"")","Weapon","5.000000","2","0","89301","0","/Game/UI/Textures/Icons/icon_wooden_2h_sword.icon_wooden_2h_sword","None","False","0","10011","5","11108","5","0","0","0","0","0","4197","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","CraftWeapon","None"
4220,"NSLOCTEXT("""", ""RecipesTable_4220_RecipeName"", ""Four-Sided Die"")","NSLOCTEXT("""", ""RecipesTable_4220_ShortDesc"", ""A die shaped from bones"")","Utility","2.000000","4","8","18512","0","/Game/UI/Textures/Icons/icon_dice_D4.icon_dice_D4","None","False","0","10021","1","0","0","0","0","0","0","0","4220","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4221,"NSLOCTEXT("""", ""RecipesTable_4221_RecipeName"", ""Six-Sided Die"")","NSLOCTEXT("""", ""RecipesTable_4221_ShortDesc"", ""A die shaped from bones"")","Utility","2.000000","6","8","18512","0","/Game/UI/Textures/Icons/icon_dice_D6.icon_dice_D6","None","False","0","10021","1","0","0","0","0","0","0","0","4221","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4222,"NSLOCTEXT("""", ""RecipesTable_4222_RecipeName"", ""Eight-Sided Die"")","NSLOCTEXT("""", ""RecipesTable_4222_ShortDesc"", ""A die shaped from bones"")","Utility","2.000000","8","8","18512","0","/Game/UI/Textures/Icons/icon_dice_D8.icon_dice_D8","None","False","0","10021","1","0","0","0","0","0","0","0","4222","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4223,"NSLOCTEXT("""", ""RecipesTable_4223_RecipeName"", ""Ten-Sided Die"")","NSLOCTEXT("""", ""RecipesTable_4223_ShortDesc"", ""A die shaped from bones"")","Utility","2.000000","10","8","18512","0","/Game/UI/Textures/Icons/icon_dice_D10.icon_dice_D10","None","False","0","10021","1","0","0","0","0","0","0","0","4223","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4224,"NSLOCTEXT("""", ""RecipesTable_4224_RecipeName"", ""Twelve-Sided Die"")","NSLOCTEXT("""", ""RecipesTable_4224_ShortDesc"", ""A die shaped from bones"")","Utility","2.000000","12","8","18512","0","/Game/UI/Textures/Icons/icon_dice_D12.icon_dice_D12","None","False","0","10021","1","0","0","0","0","0","0","0","4224","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4225,"NSLOCTEXT("""", ""RecipesTable_4225_RecipeName"", ""Twenty-Sided Die"")","NSLOCTEXT("""", ""RecipesTable_4225_ShortDesc"", ""A die shaped from bones"")","Utility","2.000000","20","8","18512","0","/Game/UI/Textures/Icons/icon_dice_D20.icon_dice_D20","None","False","0","10021","1","0","0","0","0","0","0","0","4225","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4230,"NSLOCTEXT("""", ""RecipesTable_4230_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4230_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting1.icon_painting1","None","False","0","11108","10","12513","15","0","0","0","0","0","4230","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4231,"NSLOCTEXT("""", ""RecipesTable_4231_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4231_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting2.icon_painting2","None","False","0","11108","10","12513","15","0","0","0","0","0","4231","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4232,"NSLOCTEXT("""", ""RecipesTable_4232_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4232_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting3.icon_painting3","None","False","0","11108","10","12513","15","0","0","0","0","0","4232","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4233,"NSLOCTEXT("""", ""RecipesTable_4233_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4233_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting4.icon_painting4","None","False","0","11108","10","12513","15","0","0","0","0","0","4233","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4234,"NSLOCTEXT("""", ""RecipesTable_4234_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4234_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting5.icon_painting5","None","False","0","11108","10","12513","15","0","0","0","0","0","4234","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4235,"NSLOCTEXT("""", ""RecipesTable_4235_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4235_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting6.icon_painting6","None","False","0","11108","10","12513","15","0","0","0","0","0","4235","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4236,"NSLOCTEXT("""", ""RecipesTable_4236_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4236_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting7.icon_painting7","None","False","0","11108","10","12513","15","0","0","0","0","0","4236","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4237,"NSLOCTEXT("""", ""RecipesTable_4237_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4237_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting8.icon_painting8","None","False","0","11108","10","12513","15","0","0","0","0","0","4237","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4238,"NSLOCTEXT("""", ""RecipesTable_4238_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4238_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting9.icon_painting9","None","False","0","11108","10","12513","15","0","0","0","0","0","4238","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
4239,"NSLOCTEXT("""", ""RecipesTable_4239_RecipeName"", ""Painting"")","NSLOCTEXT("""", ""RecipesTable_4239_ShortDesc"", ""A framed painting"")","Decoration","10.000000","3","100","18512","0","/Game/UI/Textures/Icons/icon_painting10.icon_painting10","None","False","0","11108","10","12513","15","0","0","0","0","0","4239","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
10010,"NSLOCTEXT("""", ""RecipesTable_10010_RecipeName"", ""Corrupted Bone"")","NSLOCTEXT("""", ""RecipesTable_10010_ShortDesc"", ""Bones infused by foul Darfari alchemy"")","Material","60.000000","3","166","89103","0","/Game/UI/Textures/Icons/icon_bonecorrupt.icon_bonecorrupt","None","False","0","10021","20","14184","1","0","0","0","0","0","10010","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
10012,"NSLOCTEXT("""", ""RecipesTable_10012_RecipeName"", ""Split wood"")","NSLOCTEXT("""", ""RecipesTable_10012_ShortDesc"", ""A sturdy branch fallen from a tree"")","Material","5.000000","1","1","89401","0","/Game/UI/Textures/Icons/icon_branch.icon_branch","None","False","0","10011","1","0","0","0","0","0","0","0","10012","2","0","0","0","0","0","0","0","0","0","0","0","False","True","None","None","None"
10014,"NSLOCTEXT("""", ""RecipesTable_10014_RecipeName"", ""Transmute"")","NSLOCTEXT("""", ""RecipesTable_10014_ShortDesc"", ""The viscous, sweet bounty of bees"")","Material","5.000000","3","1","80945","0","/Game/UI/Textures/Icons/icon_honey.icon_honey","None","False","0","14101","5","11111","1","0","0","0","0","0","18002","1","0","0","0","0","0","0","0","0","0","0","0","False","True","None","ShowReligiousZeal","None"
